,zipcode_98168,zipcode_98055,zipcode_98112,zipcode_98075,zipcode_98022,space_land_15,zipcode_98038,view_qual_3,zipcode_98102,zipcode_98105,zipcode_98042,zipcode_98030,see_sea,zipcode_98119,zipcode_98002,bathrooms,bedrooms,zipcode_98058,zipcode_98006,zipcode_98001,floors,space_above,view_qual_2,zipcode_98198,zipcode_98031,space_int_15,zipcode_98005,view_qual_4,zipcode_98109,lat,yr_renovated,zipcode_98003,zipcode_98004,zipcode_98023,zipcode_98040,zipcode_98092,grade,zipcode_98106,zipcode_98033,house_age,zipcode_98133,view_qual_1,land_space,view_qual_0,zipcode_98178,interior_space,zipcode_98199,zipcode_98039,sqft_basement
10913,0,0,0,0,0,41313,0,0,0,0,0,0,0,0,0,3.5,4,0,0,0,2.0,5440,0,0,0,4830,0,0,0,47.6605,0,0,0,0,0,0,12,0,0,1990,0,0,38900,1,0,5440,0,0,0
2622,0,0,0,0,0,10194,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,2110,0,0,0,2520,0,0,0,47.5497,0,0,0,0,0,0,9,0,0,1987,0,0,13850,1,0,2110,0,0,0
16065,1,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,3.0,4,0,0,0,1.0,2460,0,0,0,1730,0,0,0,47.4889,0,0,0,0,0,0,8,0,0,2012,0,0,9606,1,0,2460,0,0,0
4556,1,0,0,0,0,8819,0,0,0,0,0,0,0,0,0,1.75,5,0,0,0,1.0,1220,0,0,0,2220,0,0,0,47.51,0,0,0,0,0,0,7,0,0,1962,0,0,7902,1,0,2020,0,0,800
11113,0,0,0,0,0,8384,0,0,0,0,0,0,0,0,0,2.25,4,0,0,0,1.0,1250,0,0,0,1750,0,0,0,47.753,0,0,0,0,0,0,7,0,0,1959,0,0,8384,1,0,2200,0,0,950
7279,0,0,0,0,0,5640,0,1,0,0,0,0,0,0,0,1.75,2,0,0,0,1.0,1560,0,0,0,2140,0,0,0,47.6634,0,0,0,0,0,0,8,0,0,1951,0,0,9374,0,0,2210,0,0,650
13023,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,2.25,3,0,0,0,1.0,1240,0,0,0,1740,0,0,0,47.2979,0,0,0,1,0,0,7,0,0,1978,0,0,6650,1,0,1740,0,0,500
18824,0,0,0,0,0,19134,0,0,0,0,0,0,0,0,0,1.75,4,0,0,0,1.0,1590,0,0,0,2200,0,0,0,47.4282,0,0,0,0,0,0,8,0,0,1956,0,0,21196,1,0,2400,0,0,810
11940,0,0,0,0,0,15600,0,0,0,0,0,0,0,0,0,2.0,3,0,0,0,2.0,1680,0,0,0,1250,0,0,0,47.3255,0,1,0,0,0,0,7,0,0,1953,0,0,7900,1,0,1680,0,0,0
1786,0,0,0,0,0,4080,0,0,0,0,0,0,0,0,0,3.25,4,0,0,0,1.0,1560,0,0,0,1370,0,0,0,47.5347,0,0,0,0,0,0,7,0,0,1916,0,0,4080,1,0,1560,0,0,0
18541,0,0,0,0,0,2218,0,0,0,0,0,0,0,0,0,3.25,3,0,0,0,3.0,1860,0,0,0,1860,0,0,0,47.7185,0,0,0,0,0,0,8,0,0,2001,0,0,2218,1,0,1860,0,0,0
4758,0,0,0,0,0,5350,0,0,0,0,0,0,0,0,0,2.25,4,0,0,0,2.0,2120,0,0,0,2910,0,0,0,47.6428,0,0,0,0,0,0,9,0,0,1958,0,0,5350,1,0,2290,1,0,170
12459,0,0,0,0,0,12620,0,0,0,0,0,0,1,0,0,4.0,6,0,0,0,2.0,2840,0,0,0,3680,0,1,0,47.5924,1983,0,0,0,0,0,8,0,0,41,0,0,13237,0,0,3020,0,0,180
9803,0,0,0,0,0,7404,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,910,0,0,0,1480,0,0,0,47.726,0,0,0,0,0,0,7,0,0,1971,0,0,8008,1,0,910,0,0,0
18203,0,0,0,0,0,3400,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,1.0,800,0,0,0,1640,0,0,0,47.5602,0,0,0,0,0,0,6,0,0,1904,0,0,3000,1,0,800,0,0,0
21332,0,0,0,0,0,5100,0,0,0,0,0,0,0,0,0,1.0,1,0,0,0,1.0,390,0,0,0,1340,0,0,0,47.6938,0,0,0,0,0,0,6,0,0,1920,0,0,2000,1,0,390,0,0,0
11049,0,1,0,0,0,12223,0,0,0,0,0,0,0,0,0,1.0,4,0,0,0,1.5,1710,0,0,0,1940,0,0,0,47.4497,0,0,0,0,0,0,6,0,0,1942,0,0,117176,1,0,1710,0,0,0
6802,0,0,0,0,0,12534,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,2980,0,0,1,2630,0,0,0,47.3999,0,0,0,0,0,0,9,0,0,1996,0,0,12534,1,0,2980,0,0,0
8058,0,0,0,0,0,5650,0,0,0,0,0,0,0,0,0,2.25,3,0,0,0,1.0,1550,1,0,0,1660,0,0,0,47.5072,0,0,0,0,0,0,7,0,0,1973,0,0,5650,0,1,2470,0,0,920
19690,0,0,0,0,0,1295,0,0,0,0,0,0,0,0,0,2.25,2,0,0,0,3.0,1360,0,0,0,1280,0,0,0,47.6714,0,0,0,0,0,0,8,0,0,2008,0,0,1336,1,0,1360,0,0,0
17041,0,0,0,0,0,12548,0,0,0,0,0,1,0,0,0,1.5,3,0,0,0,1.0,1430,0,0,0,1930,0,0,0,47.356,0,0,0,0,0,0,7,0,0,1952,0,0,161913,1,0,1690,0,0,260
12953,0,0,0,0,0,8100,0,0,0,0,0,0,0,0,0,1.75,4,0,0,0,1.0,1460,0,0,0,1810,0,0,0,47.7344,0,0,0,0,0,0,7,0,0,1975,0,0,8117,1,0,1910,0,0,450
14967,0,0,0,0,0,12196,0,0,0,0,0,0,0,0,0,1.5,3,0,0,0,1.0,1570,0,0,0,1740,0,0,0,47.4866,0,0,0,0,0,0,7,0,0,1972,0,0,12196,1,0,1570,0,0,0
11408,0,0,0,0,0,1280,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,3.0,1740,0,0,0,1740,0,0,0,47.5892,0,0,0,0,0,0,8,0,0,2008,0,0,1308,1,0,1740,0,0,0
15296,0,0,0,0,0,8750,0,0,0,0,0,0,0,0,0,2.0,3,0,0,0,1.0,1260,0,0,0,2030,0,0,0,47.7657,0,0,0,0,0,0,8,0,0,1964,0,0,10929,1,0,1930,0,0,670
10744,0,0,0,0,0,6773,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,2080,0,0,0,2000,0,0,0,47.5703,0,0,0,0,0,0,8,0,0,1991,0,0,8504,1,0,2080,0,0,0
13211,0,0,0,0,0,9694,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,2300,0,0,1,2570,0,0,0,47.4181,0,0,0,0,0,0,9,0,0,1989,0,0,8938,1,0,2300,0,0,0
4258,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,2.25,5,0,0,0,1.0,1450,0,0,0,1300,0,0,0,47.5669,0,0,0,0,0,0,7,0,0,1986,0,0,15247,1,0,1970,0,0,520
15890,0,0,0,0,0,217800,0,0,0,0,0,0,0,0,0,3.25,5,0,0,0,2.0,3410,0,0,0,2980,0,0,0,47.6472,0,0,0,0,0,0,8,0,0,1980,0,0,226097,1,0,4240,0,0,830
7221,0,0,0,0,0,9271,0,0,0,0,0,1,0,0,0,3.0,4,0,0,0,1.0,1710,0,0,0,2070,0,0,0,47.3789,0,0,0,0,0,0,7,0,0,1967,0,0,7199,1,0,2710,0,0,1000
20708,0,1,0,0,0,3250,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,1714,0,0,0,1714,0,0,0,47.429,0,0,0,0,0,0,8,0,0,2010,0,0,3250,1,0,1714,0,0,0
18288,0,0,0,0,0,41382,0,0,0,0,0,0,0,0,0,3.5,4,0,0,1,2.0,4083,0,0,0,2430,0,0,0,47.3114,0,0,0,0,0,0,10,0,0,2005,0,0,68377,1,0,4083,0,0,0
10233,0,0,0,0,0,9600,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,1.0,1340,0,0,0,2080,0,0,0,47.7471,0,0,0,0,0,0,8,0,0,1979,0,0,10800,1,0,1940,0,0,600
9008,0,0,0,0,0,7400,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,1250,0,0,0,1430,0,0,0,47.6342,0,0,0,0,0,0,7,0,0,1964,0,0,7200,1,0,1250,0,0,0
18126,0,0,0,0,0,7905,0,0,0,0,0,0,0,0,0,2.5,3,1,0,0,1.0,1090,0,0,0,1880,0,0,0,47.4359,0,0,0,0,0,0,7,0,0,1976,0,0,8005,1,0,1490,0,0,400
15840,0,0,0,0,0,13342,0,0,0,0,0,0,1,0,0,1.75,4,0,0,0,1.5,2300,0,0,0,2500,0,1,0,47.7308,1958,0,0,0,0,0,7,0,0,24,0,0,13342,0,0,2300,0,0,0
5334,0,0,0,0,0,2152,0,0,0,0,0,0,0,1,0,1.0,2,0,0,0,1.0,1170,0,0,0,1150,0,0,0,47.6364,0,0,0,0,0,0,8,0,0,1925,0,0,2192,1,0,2160,0,0,990
21459,0,0,0,0,0,1186,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,3.0,1405,0,0,0,1495,0,0,0,47.593,0,0,0,0,0,0,8,0,0,2006,0,0,936,1,0,1495,0,0,90
11859,0,0,0,0,0,4311,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,1.0,740,0,0,0,1590,0,0,1,47.6436,0,0,0,0,0,0,6,0,0,1916,0,0,3943,1,0,1110,0,0,370
18507,0,0,0,0,0,8803,0,0,0,0,0,0,0,0,0,2.0,3,0,1,0,1.0,1090,0,0,0,1510,0,0,0,47.5754,0,0,0,0,0,0,7,0,0,1955,0,0,8069,1,0,1610,0,0,520
9974,0,0,0,0,0,9600,0,0,0,0,0,0,0,0,0,1.5,4,0,0,0,1.0,1050,0,0,1,1390,0,0,0,47.4151,0,0,0,0,0,0,7,0,0,1969,0,0,9516,1,0,1050,0,0,0
11186,0,0,0,0,0,3990,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.5,1390,0,0,0,1730,0,0,0,47.6881,0,0,0,0,0,0,6,0,0,1908,0,0,4814,1,0,1390,0,0,0
17254,0,0,0,0,0,1888,0,0,0,0,0,0,0,0,0,1.5,2,0,0,0,2.0,1000,0,0,0,1170,0,0,0,47.5619,0,0,0,0,0,0,8,0,0,2005,0,0,1236,1,0,1070,0,0,70
21337,0,0,0,0,0,1158,0,0,0,0,0,0,0,0,0,2.25,3,0,0,0,3.0,1250,0,0,0,1250,0,0,0,47.6907,0,0,0,0,0,0,8,0,0,2007,0,0,871,1,0,1250,0,0,0
5152,0,0,0,0,0,9525,0,0,0,0,0,0,0,0,0,2.75,4,0,0,0,1.0,1240,0,0,0,1880,0,0,0,47.7149,0,0,0,0,0,0,8,0,0,1979,0,0,9600,1,0,2080,0,0,840
10320,0,1,0,0,0,10407,0,0,0,0,0,0,0,0,0,1.0,4,0,0,0,1.0,1230,0,0,0,1180,0,0,0,47.4288,0,0,0,0,0,0,7,0,0,1966,0,0,8906,1,0,1760,0,0,530
20360,0,0,0,0,0,7780,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.5,1530,0,0,0,1530,0,0,0,47.7385,0,0,0,0,0,0,7,0,0,2005,0,0,1116,1,0,1530,0,0,0
5957,0,0,0,1,0,5936,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,3070,0,0,0,3160,0,0,0,47.5902,0,0,0,0,0,0,9,0,0,2005,0,0,5936,1,0,3070,0,0,0
3918,0,0,0,0,0,6250,0,0,0,0,0,0,0,0,0,1.5,4,0,0,0,1.5,1890,0,0,0,1700,0,0,0,47.5896,0,0,0,0,0,0,8,0,0,1919,0,0,6938,1,0,1890,0,0,0
11040,0,0,1,0,0,8234,0,0,0,0,0,0,0,0,0,2.25,3,0,0,0,1.0,2530,0,0,0,3020,0,0,0,47.6336,0,0,0,0,0,0,9,0,0,1964,0,0,7700,1,0,2980,0,0,450
20494,0,0,0,0,0,5632,1,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,2480,0,0,0,2480,0,0,0,47.3826,0,0,0,0,0,0,8,0,0,2012,0,0,4334,1,0,2480,0,0,0
6189,0,0,0,0,0,9713,0,0,0,0,0,0,0,0,0,2.75,5,0,0,0,2.0,3360,0,0,0,3360,0,0,0,47.7754,0,0,0,0,0,0,9,0,0,2014,0,0,9200,1,0,3360,0,0,0
7479,0,0,0,0,0,12160,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,1710,0,0,0,1610,0,0,0,47.75,0,0,0,0,0,0,8,0,0,1996,0,0,12677,1,0,1710,0,0,0
634,0,0,0,0,0,4080,0,0,0,1,0,0,0,0,0,1.0,2,0,0,0,1.0,770,0,0,0,1760,0,0,0,47.6663,0,0,0,0,0,0,7,0,0,1910,0,0,3060,1,0,890,0,0,120
21440,0,0,0,0,0,1413,0,0,0,0,0,0,0,0,0,1.5,3,0,0,0,3.0,1270,0,0,0,1270,0,0,0,47.6989,0,0,0,0,0,0,8,0,0,2007,0,0,1413,1,0,1270,0,0,0
19740,0,0,0,0,0,1286,0,0,0,0,0,0,0,0,0,3.0,4,0,0,0,2.0,1710,0,0,0,2000,0,0,0,47.5444,0,0,0,0,0,0,9,0,0,2007,0,0,1286,1,0,2110,0,0,400
21527,0,0,0,0,0,4588,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,2610,0,0,0,2440,0,0,0,47.7728,0,0,0,0,0,0,8,0,0,2008,0,0,4595,1,0,2610,0,0,0
15122,0,0,0,0,0,10409,0,0,0,0,0,0,0,0,0,2.25,4,0,0,0,2.0,2290,0,0,0,2040,1,0,0,47.6351,0,0,0,0,0,0,8,0,0,1972,0,0,10409,1,0,2290,0,0,0
611,0,0,0,0,0,4050,0,0,0,0,0,0,0,0,0,2.0,3,0,0,0,1.0,1230,0,0,0,1780,0,0,0,47.6372,0,0,0,0,0,0,8,0,0,1925,0,0,3388,1,0,1870,1,0,640
4417,0,0,0,0,0,81021,0,0,0,0,0,0,0,0,0,1.0,3,1,0,0,1.0,1410,0,0,0,2000,0,0,0,47.4303,1981,0,0,0,0,0,7,0,0,32,0,0,81021,1,0,1410,0,0,0
20628,0,0,0,0,0,1939,0,0,0,0,0,0,0,0,0,3.0,3,0,0,0,3.0,1296,0,0,0,1520,0,0,0,47.7175,0,0,0,0,0,0,8,0,0,2009,0,0,1051,1,0,1296,0,0,0
16129,0,0,1,0,0,4264,0,0,0,0,0,0,0,0,0,1.0,5,0,0,0,2.0,1760,0,0,0,2130,0,0,0,47.6246,0,0,0,0,0,0,8,0,0,1902,0,0,4264,1,0,1760,0,0,0
18745,1,0,0,0,0,9884,0,0,0,0,0,0,0,0,0,1.5,3,0,0,0,1.5,1370,0,0,0,1370,0,0,0,47.4731,0,0,0,0,0,0,6,0,0,1958,0,0,10317,1,0,1370,0,0,0
6166,0,0,0,0,0,10104,0,0,0,0,0,0,0,0,0,2.25,3,0,0,0,1.0,1170,0,0,0,1590,0,0,0,47.7378,0,0,0,0,0,0,7,0,0,1987,0,0,9600,1,0,1490,0,0,320
7364,0,0,0,0,0,123600,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,3340,0,0,0,3730,0,0,0,47.6101,0,0,0,0,0,0,10,0,0,2005,0,0,123600,1,0,3340,0,0,0
2438,0,0,0,0,0,10050,0,0,0,0,0,0,0,0,0,3.5,3,0,0,0,2.0,2600,0,0,0,2430,0,0,0,47.582,0,0,1,0,0,0,8,0,0,1969,0,0,11920,1,0,2600,0,0,0
18543,0,0,0,0,0,6227,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,3290,0,0,0,3200,0,0,0,47.6702,0,0,0,0,0,0,10,0,0,2000,0,0,6830,1,0,3290,0,0,0
15649,0,0,0,0,0,11769,0,0,0,0,0,0,0,0,0,1.75,4,0,0,0,1.0,1940,0,0,0,2405,0,0,0,47.3215,0,0,0,1,0,0,8,0,0,1974,0,0,13370,1,0,1940,0,0,0
15765,0,0,0,0,0,96703,1,0,0,0,0,0,0,0,0,3.25,5,0,0,0,2.0,2690,0,0,0,2360,0,0,0,47.3984,0,0,0,0,0,0,9,0,0,1989,0,0,321908,1,0,3960,0,0,1270
17470,0,0,0,0,0,16200,0,0,0,0,0,0,0,0,0,3.0,5,0,0,0,1.0,2890,0,0,0,3620,0,0,0,47.6326,0,0,1,0,0,0,9,0,0,1960,0,0,16200,1,0,3910,0,0,1020
1513,0,0,0,0,0,5617,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,1.0,700,0,0,0,1020,0,0,0,47.5294,0,0,0,0,0,0,6,0,0,1951,0,0,9500,1,0,700,0,0,0
6992,0,0,0,0,0,7888,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,1150,0,0,0,1200,0,0,0,47.7344,0,0,0,0,0,0,7,0,0,1959,1,0,7260,1,0,1150,0,0,0
15029,0,0,0,0,0,7349,0,0,0,0,0,0,0,0,0,1.75,3,0,0,0,2.0,1820,0,0,0,1780,0,0,0,47.2622,0,1,0,0,0,0,7,0,0,1994,0,0,8813,1,0,1820,0,0,0
19443,0,0,0,0,0,6119,0,0,0,0,0,0,0,0,0,2.75,3,0,0,0,2.0,3290,0,0,0,2750,0,0,0,47.5241,0,0,0,0,0,0,8,0,0,1993,0,0,22649,1,0,3290,0,0,0
5289,0,0,0,0,0,91476,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,1.0,1100,0,0,0,1746,0,0,0,47.4471,0,0,0,0,0,0,6,0,0,1943,0,0,27007,1,0,1100,0,0,0
8179,0,0,0,0,0,2566,0,0,0,0,0,0,0,0,0,1.75,3,0,0,0,1.0,1030,0,0,0,1270,0,0,0,47.5222,0,0,0,0,0,0,6,1,0,1918,0,0,10240,1,0,1150,0,0,120
5159,0,0,0,0,0,6180,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,2480,0,0,1,2870,0,0,0,47.4044,0,0,0,0,0,0,9,0,0,1999,0,0,6180,1,0,2480,0,0,0
7760,1,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,1.0,600,0,0,0,1470,0,0,0,47.4927,0,0,0,0,0,0,6,0,0,1922,0,0,4854,1,0,600,0,0,0
1095,0,0,0,0,0,3152,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,1560,0,0,0,1600,0,0,0,47.687,0,0,0,0,0,0,7,0,0,2002,0,0,3987,1,0,1560,0,0,0
9878,0,0,0,0,0,8680,0,0,0,0,0,0,0,0,0,1.75,3,0,0,0,1.0,1650,0,0,1,1650,0,0,0,47.3926,0,0,0,0,0,0,7,0,0,1976,0,0,16200,1,0,1650,0,0,0
16722,1,0,0,0,0,17700,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,1.0,1070,0,0,0,1340,0,0,0,47.4969,0,0,0,0,0,0,7,0,0,1941,0,0,32710,1,0,2020,0,0,950
4676,0,0,0,0,0,10300,0,0,0,0,0,0,0,0,0,2.25,4,0,0,0,2.0,2290,0,0,0,2290,0,0,0,47.5878,0,0,1,0,0,0,9,0,0,1978,0,0,10687,1,0,2290,0,0,0
2631,0,0,0,0,0,7848,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,1300,0,0,0,1360,0,0,0,47.3327,0,1,0,0,0,0,7,0,0,1968,0,0,8284,1,0,1300,0,0,0
4410,0,0,0,0,0,3420,0,0,0,0,0,0,0,0,0,2.5,1,0,0,0,2.0,1090,0,0,0,1860,0,0,0,47.6529,2004,0,0,0,0,0,7,0,0,94,0,0,3008,1,0,1820,0,0,730
18905,0,0,0,0,0,7800,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,860,0,0,0,1700,0,0,0,47.7098,0,0,0,0,0,0,6,0,0,1930,0,0,7800,1,0,1000,0,0,140
15767,0,0,0,0,0,35807,0,0,0,0,0,0,0,0,0,3.0,4,0,0,0,2.0,2620,0,0,0,2920,0,0,0,47.3067,0,0,0,0,0,1,9,0,0,1987,0,0,35124,1,0,2620,0,0,0
19996,0,0,0,0,0,1427,0,0,0,0,0,0,0,0,0,2.25,3,0,0,0,2.0,1116,0,0,0,1320,0,0,0,47.7034,0,0,0,0,0,0,7,0,0,2007,0,0,1305,1,0,1530,0,0,414
532,0,0,0,1,0,49206,0,0,0,0,0,0,0,0,0,3.25,4,0,0,0,2.0,4740,0,0,0,3340,0,0,0,47.5931,0,0,0,0,0,0,10,0,0,1987,0,0,76230,1,0,4740,0,0,0
8941,0,0,0,1,0,49783,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,1.5,2810,0,0,0,3330,0,0,0,47.5941,0,0,0,0,0,0,9,0,0,1988,0,0,52062,1,0,2810,0,0,0
15723,0,0,0,0,0,8137,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,2330,0,0,0,2460,0,0,0,47.6269,0,0,0,0,0,0,9,0,0,1987,0,0,7936,1,0,2330,0,0,0
8865,0,0,0,0,0,5999,0,0,0,0,1,0,0,0,0,2.25,3,0,0,0,2.0,2100,0,0,0,2730,0,0,0,47.3833,0,0,0,0,0,0,8,0,0,1979,0,0,14027,1,0,2100,0,0,0
5356,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,2.75,4,0,0,0,2.0,2940,0,0,0,2410,0,0,0,47.5529,0,0,0,0,0,0,9,0,0,2004,0,0,4232,1,0,2940,0,0,0
20105,0,0,0,0,0,4830,0,0,0,0,0,0,0,0,0,3.0,3,0,0,0,2.0,1710,0,0,0,1350,0,0,0,47.5511,0,0,0,0,0,0,8,0,0,2009,0,0,2875,1,0,1860,0,0,150
18226,0,0,0,0,0,5250,0,1,0,0,0,0,0,0,0,3.25,3,0,0,0,2.0,3060,0,0,0,1680,0,0,0,47.6709,0,0,0,0,0,0,11,0,0,1993,0,0,4947,0,0,4340,0,0,1280
9196,0,0,0,0,0,7300,0,0,0,0,0,0,0,0,0,1.75,5,0,0,0,1.0,1460,0,0,1,1710,0,0,0,47.3952,0,0,0,0,0,0,7,0,0,1970,0,0,7171,1,0,2150,0,0,690
10427,0,0,0,0,0,11340,0,0,0,0,0,0,0,0,0,2.0,3,0,0,0,1.0,2480,0,0,0,2400,0,0,0,47.6759,0,0,0,0,0,0,7,0,0,1955,0,0,13310,1,0,2480,0,0,0
21409,0,0,0,0,0,7108,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,2517,0,0,0,2390,0,0,0,47.3211,0,0,0,0,0,1,8,0,0,2014,0,0,3900,1,0,2517,0,0,0
3511,0,0,0,0,0,5800,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,1.0,790,0,0,0,1460,0,0,0,47.6973,0,0,0,0,0,0,6,0,0,1943,0,0,5800,1,0,790,0,0,0
14835,0,0,0,0,0,4400,0,0,0,0,0,0,0,1,0,2.5,3,0,0,0,2.0,2370,0,0,0,1590,0,0,0,47.6503,0,0,0,0,0,0,9,0,0,1987,0,0,6840,1,0,2370,0,0,0
17228,0,0,0,0,0,7600,0,0,0,0,0,0,0,0,0,2.75,4,0,0,0,1.0,1560,0,0,0,2350,0,0,0,47.3203,0,0,0,1,0,0,8,0,0,1977,0,0,7200,1,0,2330,0,0,770
1675,0,0,0,0,0,9918,0,0,0,0,0,0,0,0,1,1.5,4,0,0,0,1.0,1600,0,0,0,1540,0,0,0,47.3107,0,0,0,0,0,0,7,0,0,1959,0,0,9289,1,0,1600,0,0,0
8461,0,0,0,0,0,6405,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,1.0,900,0,0,0,1350,0,0,0,47.5287,0,0,0,0,0,0,6,0,0,1940,0,0,6400,1,0,900,0,0,0
2223,0,0,0,0,0,8400,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,1.0,920,0,0,0,1760,0,0,0,47.6831,0,0,0,0,0,0,6,0,1,1954,0,0,9000,1,0,920,0,0,0
12123,0,0,0,0,0,8700,0,0,0,0,0,0,0,0,0,2.25,4,0,1,0,1.0,1430,0,0,0,2640,0,0,0,47.5579,0,0,0,0,0,0,8,0,0,1977,0,0,8140,1,0,2350,0,0,920
11122,0,0,0,0,0,4850,0,0,0,0,0,0,0,0,0,2.5,5,0,0,0,2.0,2640,0,0,0,2640,0,0,0,47.6827,0,0,0,0,0,0,7,0,0,2003,0,0,7096,1,0,2640,0,0,0
14659,0,0,1,0,0,3802,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,1120,0,0,0,1750,0,0,0,47.6206,0,0,0,0,0,0,8,0,0,1996,0,0,2350,1,0,1740,0,0,620
21475,0,0,0,0,0,3030,0,0,0,0,0,0,0,0,0,2.5,3,0,0,0,2.0,1520,0,0,0,1820,0,0,0,47.4876,0,0,0,0,0,0,7,0,0,2009,0,0,3003,1,0,1520,0,0,0
18936,0,0,0,0,0,1350,0,0,0,0,0,0,0,0,0,2.25,4,0,0,0,2.0,1020,0,0,0,1510,0,0,0,47.6184,0,0,0,0,0,0,7,0,0,2005,0,0,956,1,0,1490,0,0,470
8421,0,0,0,0,0,10360,0,0,0,0,0,0,0,0,0,1.75,5,0,0,0,1.0,1070,0,0,0,1030,0,0,0,47.506,0,0,0,0,0,0,7,0,0,1958,0,0,11900,1,0,1710,0,0,640
2937,0,0,0,0,0,30056,0,0,0,0,0,0,0,0,1,2.0,3,0,0,0,1.0,1470,0,0,0,1390,0,0,0,47.2973,0,0,0,0,0,0,7,0,0,1968,0,0,20000,1,0,1470,0,0,0
6438,0,0,0,0,0,10194,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,960,0,0,0,1740,0,0,0,47.7231,0,0,0,0,0,0,7,0,0,1961,0,0,10181,1,0,960,0,0,0
17706,0,0,0,0,0,5200,0,0,0,0,1,0,0,0,0,1.5,4,0,0,0,1.0,1130,0,0,0,1140,0,0,0,47.3616,0,0,0,0,0,0,6,0,0,1968,0,0,5200,1,0,1130,0,0,0
10316,0,0,0,0,0,11407,0,0,0,0,0,0,0,0,0,1.5,3,0,0,0,1.0,1530,0,0,0,1800,0,0,0,47.7467,0,0,0,0,0,0,7,0,0,1952,0,0,23660,1,0,1530,0,0,0
791,0,0,0,0,0,12672,0,0,0,0,0,0,0,0,0,2.5,4,0,0,0,2.0,2810,0,0,0,3100,0,0,0,47.6337,0,0,0,0,0,0,9,0,0,1982,0,0,11120,1,0,2810,0,0,0
20798,0,0,0,0,0,1618,0,0,0,0,0,0,0,0,0,2.25,3,0,0,0,3.0,1760,0,0,0,1420,0,0,0,47.5633,0,0,0,0,0,0,9,0,0,2015,0,0,2122,1,0,1760,0,0,0
6750,0,0,0,0,0,6769,0,0,0,0,0,0,0,0,0,1.0,2,0,0,0,1.0,780,0,0,0,1210,0,0,0,47.4944,0,0,0,0,0,0,5,0,0,1930,0,0,3475,1,0,780,0,0,0
6896,0,0,0,0,0,5264,0,0,0,0,0,0,0,0,0,2.0,2,0,0,0,1.0,1360,0,1,0,1160,0,0,0,47.3804,2003,0,0,0,0,0,8,0,0,29,0,0,5433,1,0,1360,0,0,0
7211,1,0,0,0,0,6600,0,0,0,0,0,0,0,0,0,1.0,3,0,0,0,1.0,970,0,0,0,1200,0,0,0,47.4836,0,0,0,0,0,0,7,0,0,1965,0,0,6600,1,0,970,0,0,0
18679,0,0,0,0,0,8823,0,0,0,0,0,0,0,0,0,2.25,3,0,0,0,1.0,1730,0,0,0,2090,0,0,0,47.3108,0,0,0,1,0,0,8,0,0,1985,0,0,10030,1,0,1730,0,0,0
19172,0,0,0,0,0,40107,0,0,0,0,0,0,0,0,0,1.75,2,0,0,0,2.0,3050,0,0,0,3050,0,0,0,47.6744,0,0,0,0,0,0,10,0,0,1991,0,0,50965,1,0,3050,0,0,0
