,sqft_basement,view_qual,yr_renovated,zipcode_98040,space_above,see_sea,bathrooms,space_int_15,zipcode_98006,bedrooms,lat,zipcode_98039,zipcode_98112,grade,interior_space,zipcode_98004,floors
4268,840,1,2005,0,3300,0,3.25,4020,0,4,47.6344,0,0,10,4140,1,1.0
12755,1260,0,0,0,1260,0,1.75,1360,0,3,47.5339,0,0,8,2520,0,1.0
11208,0,2,0,0,1340,0,1.75,2090,0,3,47.7268,0,0,7,1340,0,1.0
9086,1000,0,0,0,1210,0,2.5,2270,0,4,47.4039,0,0,7,2210,0,1.0
2240,0,0,0,0,1460,0,1.5,1420,0,3,47.4275,0,0,7,1460,0,1.0
4483,0,0,0,0,3280,0,2.5,2600,0,4,47.6802,0,0,7,3280,0,2.0
18179,1200,0,0,0,1400,0,2.5,2440,0,4,47.54,0,0,7,2600,0,1.0
17872,0,0,0,0,3670,0,2.5,2340,0,5,47.6654,0,0,8,3670,0,1.5
10799,0,0,0,0,2370,0,2.0,2110,0,4,47.2831,0,0,8,2370,0,2.0
14339,0,0,0,0,2230,0,2.5,2190,0,3,47.5347,0,0,8,2230,0,2.0
18929,1600,0,0,0,1770,0,2.5,2920,0,4,47.461,0,0,8,3370,0,1.0
14419,0,0,0,0,5020,0,4.25,4930,0,4,47.6008,0,0,12,5020,0,2.0
17289,0,0,0,0,3420,0,4.5,1360,0,4,47.6875,0,0,9,3420,0,3.0
5567,0,0,0,0,1095,0,1.0,1310,0,2,47.6058,0,0,7,1095,0,1.5
1516,530,0,0,0,1550,0,2.25,2080,0,3,47.4203,0,0,7,2080,0,1.5
5040,0,0,0,0,2410,0,2.25,2720,1,4,47.5706,0,0,8,2410,0,1.0
16956,1070,2,0,0,2120,0,3.5,2550,0,4,47.7082,0,0,8,3190,0,2.0
11074,510,0,0,0,1220,0,1.75,2020,0,3,47.6478,0,0,8,1730,0,1.0
5891,0,0,0,0,2110,0,2.5,2110,0,3,47.3878,0,0,8,2110,0,2.0
18413,430,0,0,0,1390,0,2.5,1990,0,4,47.4574,0,0,8,1820,0,1.0
18415,0,0,2004,1,2470,0,2.0,2340,0,3,47.5753,0,0,9,2470,0,2.0
9320,630,1,0,0,1200,0,1.75,1830,0,3,47.5087,0,0,7,1830,0,1.0
17901,0,0,0,0,1090,0,2.0,1490,0,3,47.3687,0,0,7,1090,0,1.0
2146,750,0,0,0,1460,0,1.75,2640,0,4,47.5927,0,0,7,2210,1,1.0
20502,0,0,0,0,2670,0,2.5,2880,0,4,47.4876,0,0,9,2670,0,2.0
20939,0,0,0,0,2360,0,2.25,3040,0,4,47.6198,0,1,9,2360,0,2.0
516,400,0,0,0,1580,0,1.0,1860,0,3,47.3818,0,0,6,1980,0,1.5
5605,0,0,0,0,1690,0,2.0,1850,0,3,47.2132,0,0,7,1690,0,1.0
15983,0,0,0,0,1130,0,1.75,1830,0,3,47.307,0,0,7,1130,0,1.0
2139,760,0,0,0,1340,0,1.75,2060,0,4,47.6079,0,0,8,2100,1,1.0
16916,0,0,0,0,2620,0,2.5,2560,0,3,47.7378,0,0,9,2620,0,2.0
8753,0,0,0,0,2450,0,1.5,1560,0,3,47.5317,0,0,7,2450,0,1.0
7227,0,0,0,0,1210,0,2.25,1780,0,3,47.6722,0,0,8,1210,0,3.0
12218,0,0,0,0,1910,0,2.5,2240,0,3,47.6324,0,0,8,1910,0,2.0
10262,0,0,0,0,1660,0,2.0,1490,0,3,47.3663,0,0,8,1660,0,2.0
13689,0,0,0,0,1460,0,2.0,1740,0,3,47.696,0,0,7,1460,0,2.0
3858,400,0,0,0,1220,0,1.75,1470,0,3,47.4815,0,0,7,1620,0,1.0
2712,430,0,0,0,900,0,1.0,1330,0,3,47.6355,0,0,7,1330,0,1.0
10573,0,0,0,0,2310,0,2.75,1980,0,4,47.3614,0,0,7,2310,0,2.0
13693,0,0,0,0,1170,0,1.5,1550,0,3,47.4211,0,0,7,1170,0,1.0
3086,170,0,0,0,950,0,1.0,1510,0,2,47.6496,0,0,7,1120,0,1.0
16184,630,0,0,0,1500,0,1.75,3650,0,5,47.638,0,0,8,2130,1,1.0
18583,470,3,0,0,1290,0,1.5,1840,0,3,47.5334,0,0,8,1760,0,1.5
8706,820,0,0,0,1110,0,1.75,1870,0,3,47.735,0,0,7,1930,0,1.0
10701,670,0,0,0,2190,0,2.5,2860,0,4,47.7735,0,0,8,2860,0,2.0
20921,1540,1,0,0,2240,0,3.25,3120,1,4,47.5508,0,0,11,3780,0,1.0
11559,740,0,2005,0,1010,0,2.0,1750,0,3,47.6419,0,0,8,1750,0,1.0
19821,0,0,0,0,2430,0,2.5,2430,0,4,47.515,0,0,7,2430,0,2.0
6457,1000,4,0,0,1000,0,1.75,1690,0,4,47.5925,0,0,7,2000,0,1.0
21431,0,0,0,0,3540,0,3.25,1940,0,4,47.6285,0,0,9,3540,0,2.0
8364,210,0,0,0,840,0,1.0,1180,0,3,47.6988,0,0,7,1050,0,1.0
10840,0,4,0,0,2610,1,3.0,2810,0,3,47.4414,0,0,8,2610,0,1.5
2951,700,0,2001,0,1680,0,2.75,1950,0,4,47.5929,0,0,8,2380,0,1.0
13825,0,0,0,0,2930,0,2.75,2930,0,5,47.4887,0,0,9,2930,0,2.0
8113,0,0,0,0,970,0,1.75,1340,0,2,47.6384,0,0,7,970,0,1.0
16087,0,0,0,0,1670,0,2.0,1330,0,3,47.3139,0,0,7,1670,0,1.0
8734,850,0,0,0,1700,0,2.75,2550,0,4,47.6477,0,0,8,2550,0,1.0
6912,0,0,0,0,4470,0,2.25,3850,0,4,47.6377,0,0,10,4470,0,2.0
17586,0,0,0,0,3450,0,2.5,3030,0,4,47.7625,0,0,9,3450,0,2.0
16210,850,0,0,0,850,0,2.25,2180,0,3,47.6863,0,0,7,1700,0,1.0
18090,0,0,0,0,960,0,1.0,1090,0,2,47.755,0,0,6,960,0,1.0
12445,370,0,0,0,800,0,2.0,1330,0,3,47.6752,0,0,7,1170,0,1.0
8671,1060,0,0,0,1480,0,2.0,2000,0,5,47.7754,0,0,7,2540,0,1.0
17594,0,2,0,0,2340,0,1.75,2830,0,3,47.6451,0,0,9,2340,0,2.0
13754,0,0,0,0,940,0,1.0,1230,0,3,47.6195,0,0,6,940,0,1.0
3599,0,0,0,0,1830,0,2.0,1970,0,4,47.695,0,0,7,1830,0,1.0
17186,0,0,0,0,1680,0,2.5,1800,0,3,47.3684,0,0,8,1680,0,2.0
7167,0,0,0,0,1510,0,1.5,1510,0,2,47.6211,0,0,8,1510,0,2.0
3282,0,0,0,0,3150,0,2.5,3600,0,5,47.6387,0,0,9,3150,0,2.0
5056,0,0,0,0,2350,0,2.0,2430,0,3,47.3043,0,0,9,2350,0,1.5
232,1160,0,0,0,1780,0,2.75,2120,0,6,47.3103,0,0,8,2940,0,1.0
722,0,0,0,0,4670,0,3.25,4230,0,4,47.635,0,0,12,4670,0,2.0
19633,0,0,0,0,1870,0,2.5,2100,0,3,47.7447,0,0,8,1870,0,2.0
14533,0,0,0,0,1150,0,1.0,1510,0,3,47.7261,0,0,7,1150,0,1.0
18980,0,0,0,0,3820,0,3.25,2790,0,4,47.6097,0,0,10,3820,0,2.0
8464,440,0,0,0,1010,0,1.0,1500,0,3,47.7311,0,0,7,1450,0,1.0
3610,0,0,0,0,2060,0,2.5,2650,1,3,47.5615,0,0,8,2060,0,2.0
4064,0,0,0,0,1720,0,2.5,2280,0,3,47.7688,0,0,8,1720,0,2.0
9935,1400,4,0,0,1450,0,2.0,2810,0,4,47.6995,0,0,10,2850,0,1.0
11800,500,0,0,0,1290,0,2.5,1730,0,4,47.4061,0,0,7,1790,0,1.0
17060,0,2,1982,0,3100,0,2.75,2120,0,5,47.7188,0,0,8,3100,0,2.0
3587,780,0,0,0,780,0,1.0,1760,0,2,47.7248,0,0,6,1560,0,1.0
5997,0,0,0,0,1070,0,1.75,950,0,3,47.5079,0,0,6,1070,0,1.0
21257,0,0,0,0,2760,0,3.5,2760,0,5,47.5047,0,0,8,2760,0,2.5
20084,900,0,0,0,2760,0,3.5,3630,0,4,47.7184,0,0,9,3660,0,2.0
6468,0,0,0,0,1700,0,2.25,1560,0,3,47.6598,0,0,8,1700,0,3.0
10722,160,0,0,0,1400,0,2.75,2210,0,3,47.7695,0,0,7,1560,0,1.0
2771,720,0,0,0,1010,0,1.75,1730,0,5,47.5008,0,0,7,1730,0,1.0
16641,590,0,0,0,1380,0,2.25,1970,0,3,47.3821,0,0,8,1970,0,1.0
8589,830,4,1987,0,2050,0,2.5,2880,0,4,47.7704,0,0,8,2880,0,2.0
19397,0,0,0,0,2550,0,2.5,2400,0,4,47.3059,0,0,9,2550,0,2.0
16064,0,0,0,0,3010,0,2.5,2960,0,4,47.5212,0,0,9,3010,0,2.0
11695,840,3,2014,0,2140,0,3.25,2200,0,4,47.5933,0,0,10,2980,0,2.0
6087,810,0,0,0,1510,0,2.0,2160,0,3,47.6157,0,0,7,2320,0,1.0
4790,1500,0,0,0,1500,0,2.75,2170,0,5,47.497,0,0,7,3000,0,1.0
9839,420,0,0,0,1430,0,2.5,2090,0,4,47.6535,0,0,8,1850,0,1.0
14636,510,0,0,0,1240,0,2.5,1660,0,4,47.4447,0,0,7,1750,0,1.0
16414,0,0,0,0,1890,0,1.75,2350,0,5,47.7391,0,0,7,1890,0,1.0
276,0,0,0,0,2290,0,2.0,1660,0,3,47.4672,0,0,8,2290,0,1.0
17458,600,2,0,0,1300,0,2.75,2230,0,4,47.495,0,0,7,1900,0,1.0
16436,560,0,0,0,950,0,1.75,1460,0,3,47.5938,0,0,6,1510,0,1.0
2009,0,0,0,0,3110,0,2.5,2650,0,3,47.4369,0,0,9,3110,0,2.0
12729,400,0,0,0,2250,0,2.5,2110,0,4,47.7317,0,0,8,2650,0,2.0
2721,0,0,0,0,1030,0,1.0,1470,0,3,47.3607,0,0,7,1030,0,1.0
1435,120,0,0,0,1870,0,1.75,1710,0,4,47.5131,0,0,7,1990,0,2.0
859,0,0,0,0,1150,0,1.75,1330,0,3,47.3729,0,0,7,1150,0,1.0
11637,0,0,0,0,900,0,1.0,1460,0,3,47.2883,0,0,6,900,0,1.0
14313,0,0,0,0,3090,0,2.5,3650,0,3,47.4032,0,0,9,3090,0,2.0
11284,1010,0,0,0,3390,0,4.5,2150,0,5,47.6232,0,0,11,4400,1,2.0
5272,1000,2,0,0,1190,0,1.75,2570,0,5,47.4887,0,0,7,2190,0,1.0
9093,370,0,0,0,1240,0,2.5,1270,0,3,47.5257,0,0,8,1610,0,2.0
2797,990,0,0,1,990,0,1.75,2180,0,4,47.5768,0,0,6,1980,0,1.0
14658,0,0,0,0,1710,0,1.75,1750,0,4,47.4743,0,0,6,1710,0,1.5
20232,590,0,0,0,2230,0,3.25,2610,0,5,47.5339,0,0,8,2820,0,2.0
10203,550,0,0,0,1440,0,3.0,1670,0,3,47.3499,0,0,7,1990,0,1.0
14503,1540,0,0,0,1870,0,3.0,2390,0,5,47.6358,0,0,8,3410,0,1.0
4137,330,0,0,0,1280,0,2.5,1480,0,3,47.6,0,0,7,1610,0,2.0
5135,0,0,0,0,1100,0,1.5,1400,0,1,47.3829,0,0,8,1100,0,1.5
14391,720,0,0,0,830,0,2.0,1330,0,3,47.5436,0,0,7,1550,0,1.0
14956,0,0,0,0,1690,0,1.0,1130,0,3,47.476,0,0,7,1690,0,1.0
10073,280,0,0,0,1470,0,1.75,1820,0,3,47.6832,0,0,7,1750,0,1.0
3179,0,0,0,0,1070,0,1.0,1400,0,2,47.6631,0,0,7,1070,0,1.0
10620,0,0,0,0,3480,0,2.25,3130,1,5,47.5585,0,0,8,3480,0,2.0
1519,0,0,0,0,2460,0,2.25,2250,0,4,47.6627,0,0,8,2460,0,1.0
5304,0,0,0,0,4130,0,3.75,3690,0,4,47.5194,0,0,11,4130,0,2.0
377,530,0,0,0,1060,0,3.0,1680,0,3,47.3624,0,0,7,1590,0,1.0
8631,0,0,0,0,1520,0,1.75,1590,0,3,47.473,0,0,7,1520,0,1.0
18168,0,0,1986,0,1170,0,1.0,1680,0,3,47.4562,0,0,7,1170,0,1.0
15411,620,0,0,0,1250,0,2.5,1550,0,3,47.6269,0,0,7,1870,0,1.0
4521,0,0,0,0,1430,0,2.25,1430,0,3,47.6916,0,0,8,1430,0,3.0
7055,0,0,0,0,1770,0,2.0,1510,0,3,47.3321,0,0,7,1770,0,1.0
3948,0,0,0,0,1460,0,1.75,1570,0,3,47.5049,0,0,7,1460,0,1.0
7936,0,0,0,0,1360,0,1.0,2830,0,2,47.7101,0,0,7,1360,0,1.0
11973,0,0,0,0,2850,0,2.5,1720,0,4,47.6759,0,0,8,2850,0,2.0
16678,0,0,0,0,1030,0,1.0,1510,0,2,47.5669,0,0,7,1030,0,1.0
14874,0,0,0,0,1450,0,2.0,1430,0,4,47.3375,0,0,7,1450,0,1.0
20432,390,0,0,0,1180,0,2.5,1590,0,2,47.5488,0,0,7,1570,0,2.0
19778,490,0,0,0,1060,0,2.5,1550,0,3,47.5857,0,0,8,1550,0,2.0
12364,790,0,0,0,2390,0,2.5,3180,0,4,47.6388,0,0,10,3180,0,1.0
4212,0,0,0,0,2630,0,2.5,1780,0,5,47.2863,0,0,8,2630,0,1.5
11294,0,0,0,0,990,0,1.0,1130,0,2,47.5031,0,0,7,990,0,1.0
16372,0,0,0,0,3680,0,4.0,3200,0,4,47.6193,0,0,10,3680,0,2.0
19079,240,0,0,0,980,0,1.0,1990,0,2,47.7297,0,0,7,1220,0,1.0
4019,660,0,0,0,1480,0,2.0,2070,0,3,47.5084,0,0,8,2140,0,1.0
2720,0,0,0,0,1330,0,1.0,1250,0,3,47.758,0,0,7,1330,0,1.0
14756,480,0,0,0,1000,0,1.5,1470,0,3,47.2866,0,0,7,1480,0,1.0
16506,200,0,0,0,1140,0,2.5,1760,0,3,47.3553,0,0,7,1340,0,1.0
2544,220,0,0,0,1610,0,1.75,1790,0,5,47.7734,0,0,7,1830,0,1.5
1237,0,0,0,0,1650,0,1.75,2830,0,3,47.7629,0,0,7,1650,0,1.0
1165,0,0,0,0,1570,0,1.75,1860,0,3,47.76,0,0,7,1570,0,1.0
16235,0,0,0,0,2540,0,3.75,2490,0,4,47.5882,0,0,10,2540,0,2.0
3528,0,0,0,0,1200,0,2.0,1430,0,3,47.325,0,0,7,1200,0,1.0
21467,780,0,0,0,4450,0,3.5,2310,0,5,47.5964,0,0,11,5230,1,2.0
21003,250,0,0,0,1060,0,3.25,1160,0,3,47.6744,0,0,8,1310,0,2.0
13418,0,0,1956,0,3310,0,2.25,3830,0,4,47.732,0,0,9,3310,0,2.0
20713,440,0,0,0,1660,0,3.0,1900,0,3,47.5973,0,0,8,2100,0,2.0
18668,0,0,0,0,1870,0,1.5,1550,0,4,47.77,0,0,7,1870,0,2.0
2424,0,0,0,0,2900,0,2.5,3200,0,5,47.5396,0,0,9,2900,0,2.0
19662,0,0,0,0,1060,0,2.0,1440,0,3,47.6828,0,0,7,1060,0,3.0
15024,0,0,0,0,2020,0,2.5,2320,0,4,47.6247,0,0,8,2020,0,2.0
13396,1270,0,0,0,1460,0,2.25,2010,0,4,47.5843,0,0,7,2730,0,1.0
10478,0,2,0,0,750,0,1.0,1430,0,2,47.475,0,0,6,750,0,1.0
19561,0,0,0,0,1800,0,2.25,2010,0,4,47.394,0,0,8,1800,0,2.0
2422,0,2,0,0,1600,0,1.75,2590,0,3,47.7437,0,0,8,1600,0,1.0
18431,0,0,0,0,2550,0,2.5,1930,0,3,47.7336,0,0,8,2550,0,2.0
14427,0,0,0,0,970,0,1.0,1730,0,3,47.719,0,0,7,970,0,1.5
17243,580,0,0,0,970,0,1.75,1550,0,2,47.4701,0,0,6,1550,0,1.0
13709,0,0,1967,0,1910,0,1.5,1770,0,3,47.2782,0,0,7,1910,0,1.5
14755,0,0,0,0,1300,0,1.75,2120,0,4,47.3067,0,0,7,1300,0,1.0
15556,0,0,0,0,1770,0,2.5,1770,0,3,47.5631,0,0,8,1770,0,2.0
6065,760,0,0,0,1980,0,2.5,2170,0,4,47.7648,0,0,8,2740,0,1.0
9050,0,0,0,0,1410,0,2.0,1240,0,4,47.6385,0,0,8,1410,0,1.5
17928,0,0,0,0,2340,0,2.5,1970,0,3,47.5322,0,0,7,2340,0,2.0
11642,1540,4,0,0,2070,0,2.75,2890,0,6,47.5739,0,0,9,3610,0,1.0
18721,540,0,0,0,2450,0,3.5,1060,0,5,47.5298,0,0,8,2990,0,2.0
9818,0,0,0,0,3060,0,2.5,2930,0,4,47.5521,0,0,9,3060,0,2.0
18874,0,0,0,0,1330,0,1.75,1500,0,3,47.7199,0,0,7,1330,0,1.0
9132,0,0,0,0,2660,0,1.5,1710,0,7,47.4644,0,0,7,2660,0,1.5
1816,470,0,0,0,1310,0,2.25,1780,0,4,47.6955,0,0,8,1780,0,1.0
16466,0,0,0,0,2430,0,2.5,2760,0,4,47.5714,0,0,9,2430,0,2.0
14857,500,0,0,0,1310,0,2.5,2240,0,3,47.4434,0,0,8,1810,0,1.0
10775,600,0,0,0,1800,0,2.5,2440,0,4,47.4485,0,0,8,2400,0,1.0
12679,0,0,0,0,1780,0,3.0,1730,0,4,47.5488,0,0,7,1780,0,1.0
18394,0,0,0,0,1440,0,2.25,1700,0,3,47.7471,0,0,7,1440,0,2.0
12210,0,2,0,0,3240,0,2.5,4610,0,4,47.5641,0,0,9,3240,0,2.0
7737,0,0,0,0,3230,0,3.25,3230,0,3,47.6338,0,0,10,3230,0,2.0
7399,530,0,0,0,1220,0,1.75,1840,0,4,47.4719,0,0,7,1750,0,1.0
7672,260,0,0,0,1760,0,1.0,1780,0,3,47.7552,0,0,6,2020,0,1.0
15860,0,0,0,0,1600,0,2.5,1830,0,3,47.3673,0,0,7,1600,0,2.0
1007,0,0,0,0,2610,0,2.5,2610,0,4,47.3017,0,0,9,2610,0,2.0
16800,300,0,0,0,1430,0,1.0,1820,0,3,47.3404,0,0,7,1730,0,1.0
2455,1360,3,0,0,2600,0,3.25,2730,0,3,47.6396,0,0,10,3960,0,2.0
6313,700,0,0,0,1200,0,2.25,1310,0,3,47.6122,0,0,8,1900,0,1.5
9208,600,0,0,0,1290,0,1.75,1440,0,3,47.5557,0,0,7,1890,0,1.0
2799,1850,0,0,0,1850,0,1.75,2190,0,5,47.5086,0,0,8,3700,0,1.0
9886,540,0,0,0,1120,0,1.5,1900,0,3,47.353,0,0,7,1660,0,1.0
8303,940,0,0,0,1450,0,2.75,2390,0,3,47.7339,0,0,8,2390,0,1.0
5015,0,0,0,0,2170,0,2.25,2430,0,3,47.3863,0,0,8,2170,0,2.0
2338,0,0,0,0,2540,0,2.5,2190,0,3,47.3989,0,0,7,2540,0,2.0
5631,0,2,0,0,3340,0,2.5,3160,0,4,47.535,0,0,10,3340,0,2.0
7956,0,0,0,0,2410,0,2.5,2420,0,4,47.4388,0,0,8,2410,0,2.0
20806,0,0,0,0,2185,0,2.5,2297,0,3,47.3573,0,0,9,2185,0,2.0
2841,130,0,0,0,1010,0,1.0,1700,0,3,47.6782,0,0,7,1140,0,1.0
16624,600,3,0,0,2350,0,3.5,2950,0,5,47.5339,0,0,9,2950,0,2.0
11922,0,0,0,0,3510,0,2.75,2970,0,3,47.3735,0,0,10,3510,0,2.0
3578,400,0,0,0,1480,0,1.5,1820,0,3,47.7743,0,0,8,1880,0,1.0
8138,0,0,0,0,1770,0,2.75,1760,0,3,47.5164,0,0,8,1770,0,2.0
16218,0,2,0,0,4560,0,3.5,4050,0,3,47.6995,0,0,12,4560,0,2.0
15839,680,0,0,0,1470,0,1.5,1750,0,3,47.5733,0,0,7,2150,0,1.5
10532,0,0,0,0,1010,0,1.0,1550,0,3,47.2761,0,0,7,1010,0,1.0
12933,960,0,0,0,1660,0,2.25,1820,0,3,47.7643,0,0,7,2620,0,1.0
6734,0,0,0,0,1610,0,2.5,1120,0,3,47.6902,0,0,7,1610,0,3.0
13547,0,0,0,0,1200,0,1.75,1270,0,3,47.4959,0,0,6,1200,0,1.0
2284,800,0,0,0,1160,0,2.0,1950,0,4,47.4081,0,0,7,1960,0,1.0
16783,0,0,0,0,1140,0,2.5,1290,0,2,47.6713,0,0,8,1140,0,3.0
19551,0,0,0,0,1850,0,2.25,1710,0,3,47.2843,0,0,7,1850,0,2.0
5017,0,0,0,0,1300,0,1.0,1420,0,3,47.282,0,0,7,1300,0,1.0
10025,0,0,0,0,2180,0,3.0,2260,0,6,47.3046,0,0,7,2180,0,2.0
12842,0,0,0,0,2030,0,2.5,2290,0,3,47.4024,0,0,7,2030,0,2.0
9892,600,0,0,0,1210,0,2.5,1770,0,3,47.5067,0,0,7,1810,0,1.0
7820,0,0,0,0,920,0,1.5,1110,0,2,47.7081,0,0,7,920,0,2.0
20389,220,0,0,0,1120,0,1.5,1340,0,2,47.588,0,0,8,1340,0,2.0
2203,0,0,0,0,2180,0,2.5,2120,0,3,47.5723,0,0,8,2180,0,2.0
17467,0,0,0,0,2030,0,2.5,2260,0,4,47.388,0,0,8,2030,0,2.0
11399,750,0,0,0,1480,0,2.75,1760,0,4,47.5246,0,0,7,2230,0,1.0
2525,0,0,0,0,1710,0,2.5,2270,0,5,47.5903,0,0,8,1710,0,2.0
16582,880,0,2014,0,2720,0,3.5,2270,0,4,47.6189,0,1,9,3600,0,2.0
15994,800,2,0,0,1030,0,1.5,2610,0,5,47.7488,0,0,7,1830,0,1.0
18839,0,0,0,0,1810,0,2.5,1850,0,4,47.4088,0,0,8,1810,0,2.0
4311,0,0,0,0,2840,0,2.5,2630,0,4,47.19,0,0,8,2840,0,2.0
8940,0,0,0,0,1650,0,2.0,1940,0,3,47.7145,0,0,7,1650,0,1.5
20630,0,0,0,0,1489,0,2.5,1537,0,3,47.3452,0,0,7,1489,0,2.0
3027,0,0,0,0,1560,0,1.5,1820,0,3,47.4117,0,0,7,1560,0,1.0
10380,1100,0,0,0,1100,0,2.25,1780,0,5,47.3263,0,0,7,2200,0,1.0
19639,0,0,0,0,2100,0,2.0,1860,0,3,47.6907,0,0,8,2100,0,1.0
21511,0,0,0,0,2940,0,2.5,2660,0,4,47.3444,0,0,9,2940,0,2.0
6397,0,0,0,0,1250,0,1.0,1188,0,3,47.4522,0,0,6,1250,0,1.0
18098,0,0,0,0,3520,0,2.5,3490,0,4,47.6084,0,0,10,3520,0,2.0
10489,0,2,0,0,3090,0,2.5,3410,1,3,47.5492,0,0,10,3090,0,2.0
9421,320,0,0,0,1100,0,1.75,1460,0,3,47.7398,0,0,7,1420,0,1.0
2042,0,0,0,0,1010,0,1.5,1760,0,2,47.6757,0,0,5,1010,0,1.5
17028,0,0,0,0,1200,0,1.0,1040,0,2,47.3277,0,0,6,1200,0,1.0
4184,0,0,0,0,2154,0,2.5,2305,0,4,47.3513,0,0,8,2154,0,2.0
7410,780,0,0,0,1030,0,1.75,1950,0,3,47.4993,0,0,7,1810,0,1.0
7176,1070,0,0,0,1070,0,1.75,1950,0,4,47.7042,0,0,7,2140,0,1.0
6880,0,0,0,0,2670,0,2.5,2620,0,3,47.6673,0,0,9,2670,0,2.0
5006,0,0,0,0,1600,0,1.0,2050,0,3,47.7198,0,0,7,1600,0,1.0
11229,600,0,0,0,600,0,1.0,1270,0,2,47.5357,0,0,6,1200,0,1.0
13070,0,0,0,0,1660,0,2.5,1060,0,4,47.3761,0,0,7,1660,0,1.0
13661,0,0,0,0,3200,0,2.25,2650,0,4,47.755,0,0,9,3200,0,2.0
1537,0,0,0,0,1490,0,2.0,2190,1,3,47.5455,0,0,8,1490,0,1.0
2015,650,0,0,0,1490,0,1.75,2220,0,3,47.4296,0,0,8,2140,0,1.0
13428,1060,0,0,0,1590,0,1.75,1340,0,3,47.7716,0,0,7,2650,0,1.5
20730,780,0,0,0,2090,0,3.0,2640,0,5,47.7449,0,0,8,2870,0,2.0
14435,0,2,0,0,870,0,1.0,1080,0,2,47.6698,0,0,7,870,0,1.0
16969,0,0,0,0,5090,0,5.25,3830,0,5,47.6297,0,0,12,5090,1,2.0
13555,580,0,0,0,1120,0,2.0,1740,0,3,47.74,0,0,7,1700,0,1.0
488,0,0,0,0,2810,0,2.75,2820,0,4,47.5985,0,0,9,2810,0,2.0
13765,0,0,0,0,710,0,1.0,1150,0,2,47.5224,0,0,6,710,0,1.0
17794,0,0,0,0,1580,0,1.0,1280,0,3,47.684,0,0,7,1580,0,1.5
5907,0,0,0,0,1520,0,1.5,1370,0,4,47.3136,0,0,7,1520,0,1.0
9270,0,0,0,0,3080,0,2.75,3080,0,3,47.4826,0,0,9,3080,0,2.0
1086,1040,0,0,0,1040,0,2.5,1340,0,4,47.572,0,0,7,2080,0,1.0
19732,0,0,0,0,1030,0,1.5,1030,0,2,47.3845,0,0,7,1030,0,2.0
8485,0,0,0,0,1410,0,1.0,1610,0,3,47.5031,0,0,7,1410,0,1.0
12792,0,0,0,0,1890,0,1.75,1920,0,3,47.7032,0,0,8,1890,0,1.0
18742,340,0,0,0,1280,0,2.25,1710,0,3,47.2835,0,0,7,1620,0,1.0
16827,0,0,0,0,2570,0,2.25,2390,0,4,47.6555,0,0,8,2570,0,2.0
1069,0,0,0,0,1240,0,1.0,3050,0,2,47.597,0,0,7,1240,0,1.0
21335,0,0,0,0,894,0,1.0,1131,0,2,47.6911,0,0,7,894,0,2.0
19693,0,0,0,0,2790,0,2.75,2790,0,4,47.4834,0,0,8,2790,0,2.0
7495,1300,0,0,0,1370,0,3.0,2580,0,5,47.6895,0,0,7,2670,0,1.0
12341,750,0,0,0,1350,0,1.75,1720,0,3,47.6702,0,0,7,2100,0,1.5
3998,0,0,0,0,1280,0,1.0,1410,0,3,47.566,0,0,5,1280,0,1.5
11827,0,0,1995,0,750,0,1.0,1630,0,2,47.6175,0,0,7,750,0,1.0
3414,0,0,0,0,1200,0,1.0,1540,0,3,47.3749,0,0,7,1200,0,1.5
18789,960,4,0,0,1100,0,1.75,1230,0,3,47.4193,0,0,8,2060,0,1.0
5956,0,0,0,0,2200,0,2.5,2310,0,4,47.3406,0,0,8,2200,0,2.0
682,0,0,0,0,3190,0,2.5,3250,0,4,47.3558,0,0,10,3190,0,2.0
7384,0,0,0,0,940,0,1.0,1050,0,2,47.4814,0,0,7,940,0,1.0
9524,1120,0,0,0,1680,0,2.25,2260,0,4,47.7448,0,0,8,2800,0,1.0
20427,0,0,0,0,2070,0,2.5,2170,0,4,47.4697,0,0,7,2070,0,2.0
7363,290,0,0,0,1130,0,2.25,1730,0,3,47.4046,0,0,7,1420,0,1.0
3550,0,0,1992,0,2240,0,2.5,2900,0,3,47.6483,0,0,9,2240,0,1.0
21150,0,0,0,0,3870,0,2.75,3560,0,4,47.6651,0,0,11,3870,0,2.0
3056,60,0,0,0,880,0,2.0,1420,0,3,47.6771,0,0,7,940,0,1.0
10923,820,0,0,0,1170,0,1.75,1640,0,2,47.7,0,0,7,1990,0,1.0
21289,0,0,0,0,2340,0,2.5,2190,0,5,47.4913,0,0,7,2340,0,2.0
20621,0,0,0,0,1360,0,1.5,1360,0,3,47.6961,0,0,8,1360,0,3.0
4604,0,0,0,0,2590,0,2.5,1700,0,4,47.6978,0,0,9,2590,0,2.0
11145,1020,0,0,0,2040,0,2.0,2730,0,4,47.5795,0,0,8,3060,0,2.0
16228,0,0,0,0,1540,0,2.0,1250,0,3,47.323,0,0,6,1540,0,1.0
9207,0,0,0,0,1160,0,1.0,1440,0,2,47.7244,0,0,7,1160,0,1.0
11844,300,4,0,0,1750,1,3.5,2300,0,3,47.4536,0,0,9,2050,0,2.0
3888,790,0,0,0,1830,0,2.5,2620,0,3,47.6281,0,0,8,2620,1,2.0
15591,470,0,0,0,2250,0,3.5,1600,0,4,47.5371,0,0,9,2720,0,2.0
